tfh-analytics-prod-infra,us-east-1,analytics-prod-v2-us-east-1,tunnel-vpc-analytics-prod-us-east-1
tfh-ml-prod-infra,eu-central-1,ml-prod-eu-central-1,tunnel-vpc-ml-prod-eu-central-1
