tfh-crypto-prod-infra,ap-northeast-1,crypto-prod-ap-northeast-1,tunnel-vpc-crypto-prod-ap-northeast-1
tfh-crypto-prod-infra,eu-central-2,crypto-prod-eu-central-2,tunnel-vpc-crypto-prod-eu-central-2
tfh-crypto-prod-infra,us-east-1,crypto-v2-prod-us-east-1,tunnel-vpc-crypto-prod-us-east-1
